INSTCODE,ACRONYM,ECPACRONYM,FULL_NAME,TYPE,GENEBANK_LONG_TERM_COLLECTIONS,BOTANICAL_GARDEN,GENEBANK_MEDIUM_TERM_COLLECTIONS,GENEBANK_SHORT_TERM_COLLECTIONS,STREET_POB,CITY_STATE,ZIP_CODE,PHONE,FAX,EMAIL,URL,LATITUDE,LONGITUDE,ALTITUDE,UPDATED_ON,V_INSTCODE,ISO3
JPN135,FARDA,,Food and Agriculture Research and Development Association,,,,,,"15-6 Kabuyo-Cho, Nihonbashi, Chuo-ku",Tokyo,103,,,,,null,null,null,25/01/2018,,JPN
JPN136,,,"Personnel Affairs Department, Japan International Cooperation Agency",,,,,,"Shinjuku Mainz Tower, 2-1-1 Yoyogi, Shibuya-ku",Tokyo,151-8558,(03)5352-5311,,,http://www.jica.go.jp/menu/Index.html,null,null,null,25/01/2018,,JPN
JPN137,WWF,,WWF-JAPAN,,,,,,"Nihon Seimei Akabanebashi Bldg. 6F, 3-1-14 Shiba,",Tokyo,105-0014,(03)3769-1714,(03) 3769-1717,,http://wwfjapan.aaapc.co.jp/index2.htm,null,null,null,12/12/2014,JPN137,JPN
JPN138,UNDP,,United Nations Development Programme,United Nations,,,,,"8F UNU Bldg, 5-53-70 Jingu-mae, Shibuya-ku",Tokyo,150,(03)5467-4753,(03)5467-4751,fo.jpn@undp.org,http://www.undp.org/indexalt.html,null,null,null,12/12/2014,JPN138,JPN
JPN139,,,"Multilateral Cooperation Division, Economic Cooperation Bureau, Ministry of Foreing Affairs, MOFA",Governmental,,,,,"2-2-1 Kasumigaseki, Chiyoda-ku",Tokyo,100,(03)3580-3311,,,http://www.mofa.go.jp/mofaj/index.html#menu,null,null,null,25/01/2018,,JPN
JPN140,,,Japan International Cooperation Agency,,0,0,0,0,"1-6th floor, Nibancho Center Building 5-25, Niban-cho, Chiyoda-ku",Tokyo,102-8012,-11808,,,http://www.jica.go.jp/english/index.html,35.68,139.73,null,26/09/2016,JPN140,JPN
JPN141,APIC,,Association for Promotion of International Cooperation,,,,,,"32 Kowa Building 1F , 5-2-32 Minami-Azabu, Minato-",Tokyo,106-0047,(03)5423-0561,(03)5423-0564,,http://www.apic.or.jp/,null,null,null,12/12/2014,JPN141,JPN
JPN142,,,Sasakawa Peace Foundation,,,,,,"Sasakawa Hall, 3-12-12 Mita, Minato-ku",Tokyo,108,(03)3769-2081,(03)3769-2090,,http://www.spf.org/,null,null,null,12/12/2014,JPN142,JPN
JPN143,NLBC,,"National Livestock Breeding Centre, Tokachi Station",Governmental,,,,,"8 Namiki, Komaba","Otofuke-cho, Koutou-gun, Hokkaido",080-0572,(0155)44-2131,(0155)44-2215,,http://www.nlbc.go.jp/,43.02,143.1,null,25/01/2018,,JPN
JPN144,NLBC,,"National Livestock Breeding Center, Kumamoto Station",Governmental,,,,,"37 Aza Shoei,  Kyoei","Yokoshima-cho, Tamana-gun, Kumamoto-ken",865-0073,(0968)84-3660,(0968)84-3708,,http://www.nlbc.go.jp/,32.55,130.42,null,25/01/2018,,JPN
JPN145,BRAIN,,Bio-Oriented Technology Research Advancement Institution,,,,,,1-40-2 Nisshin-cho,"Omiya-shi, Saitama-ken",331,(048)663-3901,(048)651-9655,,,null,null,null,25/01/2018,,JPN
JPN146,,,,,,,,,"Joyangaoka, 8 Munkata",Fukuoka,811-41,,,,,null,null,null,12/12/2014,,JPN
JPN147,NISES,,"Department of Silk and Biopolymer Technology, National Institute Sericulture and Entomology Science",Governmental,,,,,1-2 Owashi,"Tsukuba-shi, Ibaraki-ken",305-8634,(0298)38-6026,(0298)38-6028,,http://ss.nises.affrc.go.jp/,null,null,null,25/01/2018,,JPN
JPN148,ITTO,,International Tropical Timber Organization,,,,,,"IOC 5F, Pacifico Yokohama, 1-1-1 Minato-Mirai, Nis","Yokohama-shi, Kanagawa-ken",220-0012,(045)223-1110,(045)223-1111,itto@mail.itto-unet.ocn.ne.jp,http://www.itto.or.jp/Index.html,null,null,null,12/12/2014,JPN148,JPN
JPN149,NCSS,,Center for Seed and Seedlings,Governmental,0,0,0,0,2-2 Fujimoto,"Tsukuba-shi, Ibaraki-ken",305-0852,(0298)38-6581,(0298)38-6583,,http://www.ncss.go.jp/index.html,null,null,null,26/09/2016,JPN149,JPN
JPN150,NLBC,,National Livestock Breeding Center,Governmental,0,0,0,0,"1 Odakurahara, Odakura","Nishigo-mura, Nishishirakawa-gun, Fukushima",961-8511,-6355,-4174,,http://www.nlbc.go.jp/en/index.html,37.12,140.15,null,23/06/2017,JPN150,JPN
JPN151,,,"Faculty of Agriculture and Life Sciences, Hirosaki University",Governmental,,,,,3 Bunkocho,"Hirosaki-shi, Aomori-ken",036-8561,(0172)32-2111,(0172)39-3805,,http://www.hirosaki-u.ac.jp/,null,null,null,12/12/2014,JPN151,JPN
JPN152,,,"Faculty of Agriculture, Yamagata University",Governmental,,,,,1-23 Wakaba-cho,"Tsuruoka-shi , Yamagata-ken",997-8555,(0235)23-1521,25-263-1801,,http://www.yamagata-u.ac.jp/index-j.html,null,null,null,12/12/2014,JPN152,JPN
JPN153,,,"Faculty of Agriculture, Niigata University",Governmental,,,,,8050 Igarashi-ninocho,"Niigata-shi, Niigata-ken",950-2181,(025)262-6098,(025)263-1659,,http://www.agr.niigata-u.ac.jp/index.html,null,null,null,12/12/2014,JPN153,JPN
JPN154,,,"Faculty of Agriculture, Ibaraki University",Governmental,,,,,3-21-1 Chuo,"Ami-cho, Inashiki-gun, Ibaraki-ken",300-0393,(0298)87-1261,(0298)88-8505,,http://www.agr.ibaraki.ac.jp/,null,null,null,23/06/2017,JPN154,JPN
JPN155,,,"Faculty of Agriculture, Utsunomiya University",Governmental,,,,,350 Mine-machi,"Utsunomiya-shi, Tochigi-ken",321-8505,(0286)36-1515,(0286)35-4662,,http://www.utsunomiya-u.ac.jp/indexj.html,null,null,null,12/12/2014,JPN155,JPN
JPN156,,,"Faculty of Agriculture, Tamagawa University",Private,,,,,6-6-1 Tamagawa-gakuen,"Machida-shi, Kanagawa-ken",194-8610,(042)739-8111,,,http://www.tamagawa.ac.jp/,null,null,null,12/12/2014,JPN156,JPN
JPN157,,,"Faculty of Agriculture, Tokyo University of Agriculture",Private,,,,,"1-1-1 Sakuragaoka, Setagaya-ku",Tokyo,156-8502,(03)3420-2131,(03)3706-8851,,http://www.nodai.ac.jp/agri/index.html,null,null,null,12/12/2014,JPN157,JPN
JPN158,,,"Faculty of Agriculture, Meiji University",Private,,,,,"1-1-1 Higashimita, Tama-ku","Kawasaki-shi, Kanagawa-ken",214-8571,(044)934-7171,,,http://www.meiji.ac.jp/,null,null,null,12/12/2014,JPN062,JPN
JPN159,,,"Faculty of Agriculture, Tokyo University of Agriculture and Technology",Governmental,,,,,3-5-8 Saiwai-cho,"Fuchu-shi, Tokyo",183-8509,(042)364-3311,,,http://www.tuat.ac.jp/,null,null,null,12/12/2014,JPN159,JPN
JPN160,,,"Faculty of Agriculture, Shinshu University",Governmental,,,,,8304 Minami-minowa-mura,"Kami-ina-gun, Nagano-ken",399-4598,(0265)72-5255,(0265)72-5259,,http://karamatsu.shinshu-u.ac.jp/default.html,null,null,null,12/12/2014,JPN160,JPN
JPN161,,,"Faculty of Agriculture, Gifu University",Governmental,,,,,1-1 Yanagido,"Gifu-shi, Gifu-ken",501-11,(0582)30-1111,(0582)30-1712,,http://www.gifu-u.ac.jp/,null,null,null,12/12/2014,JPN161,JPN
JPN162,,,"Faculty of Agriculture, Shizuoka University",Governmental,,,,,836 Oya,"Shizuoka-shi, Shizuoka-ken",422-8529,(054)238-4810,(054)237-0089,,http://www.shizuoka.ac.jp/,null,null,null,12/12/2014,JPN162,JPN
JPN163,,,"Faculty of Agriculture, Meijo University",Private,,,,,"1-501 Shiogamaguchi, Tenshiro-ku","Nagoya-shi, Aichi-ken",468,(052)832-1151,(052)835-7450,,http://www.meijo-u.ac.jp/,null,null,null,12/12/2014,JPN163,JPN
JPN164,,,"Faculty of Agriculture, Kyoto Prefectural University",Governmental,,,,,"1-5 Hangi-cho, Shimokamo, Sakyo-ku","Kyoto-shi, Kyoto",606-8522,(075)703-5101,(075)703-5149,,http://www.kpu.ac.jp/,null,null,null,12/12/2014,JPN164,JPN
JPN165,,,"Faculty of Agriculture, Osaka Prefectural University",Governmental,,,,,1-1 Gakuen-cho,"Sakai-shi, Osaka",599-8531,(0722)52-1161,(0722)52-0341,,http://www.agribio.osakafu-u.ac.jp/agribio/agrij.html,null,null,null,12/12/2014,JPN165,JPN
JPN166,,,"Faculty of Agriculture, Tottori University",Governmental,,,,,"4-101 Minami, Koyama-cho","Tottori-shi , Tottori-ken",680-8553,(0857)31-5343,(0857)31-5347,,http://muses.muses.tottori-u.ac.jp/index-j.html,null,null,null,12/12/2014,JPN166,JPN
JPN167,,,"Faculty of Agriculture, Ehime University",Governmental,,,,,3-5-7 Tarumi,"Matsuyama-shi, Ehime-ken",790-8566,(089)946-9900,,,http://www.ehime-u.ac.jp/,null,null,null,12/12/2014,JPN167,JPN
JPN168,,,"Faculty of Agriculture, Kochi University",Governmental,,,,,2-5-1 Akebono-cho,"Kochi-shi, Kochi-ken",780-8520,(0888)44-0111,,,http://www.kochi-u.ac.jp/JA/,null,null,null,12/12/2014,JPN168,JPN
JPN169,,,"Faculty of Agriculture, Kyushu University",Governmental,,,,,"6-10-1 Hakozaki, Higashi-ku","Fukuoka-shi, Fukuoka-ken",812-8581,(092)642-2802,(092)642-2804,,http://www.agr.kyushu-u.ac.jp/,null,null,null,12/12/2014,JPN169,JPN
JPN170,,,"Faculty of Agriculture, Kyushu Tokai University",Private,,,,,Koyo,"Choyo-mura, Aso-gun, Kumamoto-ken",869-1404,(09676)7-0611,(09676)7-2053,,http://www.ktokai-u.ac.jp/~nougaku/nougaku.html,null,null,null,12/12/2014,JPN170,JPN
JPN171,,,"Faculty of Agriculture, Miyazaki University",Governmental,,,,,"1-1 Kibanadai-nishi, Gakuen","Miyazaki-shi, Miyazaki-ken",889-2192,(0985)58-2811,(0985)58-2884,www-admin@www.miyazaki-u.ac.jp,http://www.miyazaki-u.ac.jp/,null,null,null,12/12/2014,JPN171,JPN
JPN172,,,"Faculty of Agriculture, Kagoshima University",Governmental,,,,,1-21-24 Korimoto,"Kagoshima-shi, Kagoshima-ken",890-0065,(0992)54-7141,(0992)58-6195,,http://www.agri.kagoshima-u.ac.jp/,null,null,null,12/12/2014,JPN172,JPN
JPN173,,,Faculty of Agriculture Ryukyu University,Governmental,,,,,1 Chihara,"Nishihara-cho, Nakagami-gun, Okinawa-ken",903-0213,(098)895-2221,(098)89-2864,,http://www.u-ryukyu.ac.jp/,null,null,null,12/12/2014,JPN173,JPN
JPN174,,,Sakata Seed Corporation,Private,,,,,2-7-1 Tsuzuki-ku,"Yokohama-shi, Kanagawa-ken",224-0041,(045)945-8822,(045)945-8823,intldiv@sakata-seed.co.jp,,null,null,null,26/09/2016,JPN182,JPN
JPN175,,,PGR Comminucations Asian Perspective,,,,,,7-32 Onogawa,"Tsukuba-shi, Ibaraki-ken",305,(0298)51-6395,(0298)51-6395,,,null,null,null,25/01/2018,,JPN
JPN176,FTRSOS,,"Fruit Trees Research Station, Okitsu Branch",Governmental,,,,,Okitsunaka-machi,"Shimizu-shi, Shizuoka-ken",424-0292,(0543)59-7100,(0543)69-2115,,,34.59,138.24,null,25/01/2018,,JPN
JPN177,FTBC,,Forest Tree Breeding Center,Governmental,,,,,3809-1 Aza Kakozawa,"Oaza Ishi, Juo-machi, Taga-gun, Ibaraki-ken",319-1301,(0293)32-7000,,,http://www.nftbc.affrc.go.jp/html/english/index.html,null,null,null,25/01/2018,,JPN
JPN178,NIAS,,National Institute of Agrobiological Sciences,Governmental,0,0,0,0,"Kannondai 2-1-2, Tsukuba",Ibaraki,305-8602,+81-298(38)7406,+81-298(38)7408,shochan@nias.affrc.go.jp,http://www.nias.affrc.go.jp/index_e.html,null,null,null,19/07/2016,JPN185,JPN
JPN179,NARCH,,National Agricultural Research Center for Hokkaido Region,Governmental,,,1,,"1 Hitsujigaoka, Toyohira-ku","Sapporo-shi, Hokkaido",062-8555,(011)851-9141,(011)859-2178,hitoshi@cryo.affrc.go.jp,http://ss.cryo.affrc.go.jp/,43.05,141.21,null,25/01/2018,,JPN
JPN180,HPGRC,,Hokkaido Prefectural Plant Genetic Resources Center,Governmental,0,0,0,0,362 Minami Takinokawa,"Takikawa, Hokkaido",073-0013,0125-23-3195,0125-24-3877,,http://www.agri.pref.hokkaido.jp/idenshigen/pgr-e0.htm,null,null,null,21/07/2016,JPN180,JPN
JPN181,,,TAKII Seed Company,Private,0,0,0,0,180 Umekoji,"Inokuma, Shimogyo-ku, Kyoto",600-8686,81-(0)75-365-0123,81-(0)75-365-0150,,http://www.takii.co.jp/english/english.html,null,null,null,20/07/2016,JPN181,JPN
JPN182,,,Sakata Seed Corporation,Private,0,0,0,0,2-7-1 Nakamachidai,"Tsuzuki-ku, Yokohama, Kanagawa",224-0041,(81)45-945-8800,(81)45-945-8841,,http://www.sakataseed.co.jp/english/company/,null,null,null,20/07/2016,JPN182,JPN
JPN183,NARO,,NARO Genebank,Governmental,1,0,1,0,2-1-2 Kannondai,"Tsukuba-shi, Ibaraki-ken",305-8602,-7661,,,http://www.gene.affrc.go.jp/about_en.php,36.03,140.09,null,21/08/2020,JPN183,JPN
JPN184,AFFRC-MAFF,,"Research Policy Planning, Agriculture, Secretariat of Forestry and Fishery Research Council",Governmental,0,0,0,0,"1-2-1 Kasumigaseki, Chiyoda-ku",Tokyo,100-8950,-11535,,,http://www.s.affrc.go.jp/docs/e/index.htm,35.67,139.75,null,09/01/2018,JPN184,JPN
JPN185,NARO,,National Agriculture and Food Research Organization,Governmental,0,0,0,0,3-1-1 Kannondai,"Tsukuba-shi, Ibaraki-ken",305-8602,,,,https://www.naro.affrc.go.jp/english/index.html,36.02,140.1,null,09/01/2018,JPN185,JPN
KAZ001,NACAR,,National Academic Center of Agrarian Research,Governmental,,,,,"79, Abylay Khan avenue",Almaty,480091,(8-3272)- 62-52-17,(8-3272)- 62-38-31,,,null,null,null,12/12/2014,KAZ001,KAZ
KAZ002,KazRIA,,Kazakh Research Institute of Agriculture,,,,,1,"1 Erlepesov str., Almalybak village","Karasay district, Almaty regione",483133,+(8 3272) 983608,+(8 3272) 983608,nauka@minagri.kz,http://www.kiz.freenet.kz,null,null,null,19/02/2015,KAZ014,KAZ
KAZ003,RIFGV,,Research Institute of Fruit Growing and Viticulture,Governmental,1,1,1,,"238A, Gagarin Avenue",Almaty,480032,(8-3272)- 48-20-33/48-15-54,(8-3272)- 48-20-33,npc-ppp@nursat.kz,,null,null,null,12/12/2014,KAZ003,KAZ
KAZ004,RIPV,,Research Institute of Potato and Vegetables,Governmental,,,,1,Kainar village,"Karasay district, Almaty regione",483133,(8-3272)- 98-37-06,(8-3272)- 98-37-06,niikoh@ok.kz,,43.47,77.67,null,12/12/2014,KAZ004,KAZ
KAZ005,MBG,,Main Botanical Garden,,,1,,,"36d, Timiryazev str.,",Almaty,480070,+(8 3272) 47 6692,+(8 3272) 47 9042,ibph@nursat.kz,,null,null,null,19/02/2015,KAZ039,KAZ
KAZ006,KAAS,,Kazakh Academy of Agricultural Sciences,,,,,,79 Ablaikhan Street,Almaty,480091,,(7-3272)623831,,,null,null,null,12/12/2014,,KAZ
KAZ008,CIMMYT-Kazakhstan,,CIMMYT-Kazakhstan,CGIAR,,,,,"51, Zhandosova str.",Almaty,480000,(8-3272)- 28-49-47,(8-3272)- 28-25-51,cimmyt@astel.kz,,null,null,null,12/12/2014,KAZ008,KAZ
KAZ009,MA RK,,Ministry of Agriculture,Governmental,,,,,"49, Abay Str.",Astana,473000,(8-3172)- 32-37-63,(8-3172)- 32-45-41,nauka@minagri.kz,http://www.minagri.kz,null,null,null,19/09/2014,KAZ009,KAZ
KAZ010,SPCF,,Scientific and Production Center of Forestry,Governmental,,1,,,"58, Kirov str.","Shuchinsk town, Akmola province",476410,(8-31636)- 4-12-15,(8-31636)- 4-11-53,"kanal@kepter.kz, npcles@minagri.kz",,null,null,null,19/09/2014,KAZ010,KAZ
KAZ011,ZKESF,,Zapadno-Kazakhstan Experimental Station of Forestry,Governmental,,,,,"169, Jurgenov str.",Aktobe,,(8-3132)- 21-05-92,(8-3132)- 50-29-21,,,null,null,null,19/09/2014,KAZ011,KAZ
KAZ012,NWRPCA,,North-Western Research Production Center for Agriculture,Governmental,,,,1,"12, Ybileinaya str., Zarechny village",Kostanai province,111108,"(8-31455)- 6-14-44, 6-14-41","(8-31455)- 6-54-44, 6-14-41","rgkp_zaretscnoye@mail.kz, cznpz@mail.kz",,null,null,null,19/09/2014,KAZ012,KAZ
KAZ013,Uralskaya AES,,Uralskaya Agricultural Experimental Station,Governmental,,,,,P.O. Derkul,Uralsk,417010,(8-31122)- 1-73-10,(8-31122)- 1-73-10,,,null,null,null,19/09/2014,KAZ013,KAZ
KAZ014,SPCFPG,,Scientific and Production Center of Farming and Plant Growing,Governmental,,,,1,"1, Erlepesov str., Almalybak village","Karasay district, Almaty regione",483133,(8-3272)- 98-36-08,(8-3272)- 98-36-08,nauka@minagri.kz,http://www.kiz.freenet.kz,43.22,76.66,null,12/12/2014,KAZ014,KAZ
KAZ015,TB SPCFPG,,Taldikorgan Branch,Governmental,,,,1,Zarya village,"Taldikorgan region, Almaty province",489195,(8-32822)- 2-94-28,(8-32822)- 2-15-70,muhammadnur@mail.ru,,null,null,null,19/09/2014,KAZ015,KAZ
KAZ016,SCVTAC,,State Comission of Variety Testing of Agricultural Crops,Governmental,,,,,"56, Shemyakina str.",Almaty,480018,(8-3272)- 90-87-36,(8-3272)- 90-86-49,,,null,null,null,19/09/2014,KAZ016,KAZ
KAZ017,SWSPCA,,South-Western Scientific and Production Center for Agriculture,Regional,,,,1,"3, Al-Farabi square",Shimkent,486019,(8-3252)- 56-79-06,(8-3252)- 56-79-06,karakul@minagri.kz,,42.5,69.57,null,12/12/2014,KAZ017,KAZ
KAZ018,SHES,,Shalkar Experimental Station,Governmental,,,,1,"27, Biekeniva str.","Shalkar town, Aktobe province",464760,(8-31335)- 2-18-31,(8-31335)- 2-11-39,chalkarnal@taxaktub.mgd.kz,,null,null,null,19/09/2014,KAZ018,KAZ
KAZ019,SPCGF,,Scientific Production Center of Grain Farming 'A. I. Baraev',Governmental,,,,1,Nauchniy village,"Shortandy region, Akmola provice",21601,(8-31631)- 2-30-29,(8-31631)- 2-10-80,tsenter-zerna@mail.ru,,null,null,null,03/04/2019,KAZ019,KAZ
KAZ020,SPCFPP,,Scientific and Production Center for Food Production and Processing,Governmental,,,,,"238a, Gagarin avenue",Almaty,480060,(8-3272)- 48-28-90,(8-3272)- 48-10-50,"kazniipv@fastline.kz, npc-ppp@nursat.kz",,null,null,null,19/09/2014,KAZ020,KAZ
KAZ021,RIPP,,Research Institute of Plant Protection,Governmental,,,,1,Rakhat village,"Karasay region, Almaty province",483133,(8-3272)- 29-56-09,(8-3272)- 29-56-22,kazniizr@nursat.kz,,null,null,null,19/09/2014,KAZ021,KAZ
KAZ022,MES RK,,Ministry of Education and Science,Governmental,,,,,"60, Republic avenue",Astana,473000,(8-3272)- 91-27-90,(8-3272)- 93-86-08,pressa@edu.gov.kz,http://www.edu.gov.kz,null,null,null,19/09/2014,KAZ022,KAZ
KAZ023,RIA,,Research Institute of Agriculture,Governmental,1,,,,Gvardeisky village,"Korday district, Zhambyl regione",485444,(8-3272)- 73-10-69,570-4600-113,dtt@srai.kz,,43.34,75.06,null,02/05/2018,KAZ023,KAZ
KAZ024,RCLV,,Research Center for Livestock and Veterinary,Governmental,,,,1,"51, Zhandosov str.",Almaty,480035,(8-3272) 21-24-21,(8-3272)- 21-42-35,troica@itte.kz,,null,null,null,19/09/2014,KAZ024,KAZ
KAZ025,,,Public Association 'Ecology',Non-Governmental,,,,,,,,,,,,null,null,null,03/04/2019,KAZ025,KAZ
KAZ026,PRIAA,,Priaral Research Institute of Agroecology and Agriculture,Governmental,,,1,1,"29b, Abay avenue",Kizilorda,467918,(8-32422)- 7-45-63,(8-32422)- 7-45-63,"pniiaesx@rambler.ru, pniiaesx@mail.kz",,null,null,null,19/09/2014,KAZ026,KAZ
KAZ027,PG,,Pomological Garden,Governmental,1,1,,,"1, Naberejnaya str., Almalyk village","Talgar district, Almaty province",41607,(8-32774)- 4-48-95,(8-32774)- 4-48-95,,,null,null,null,19/09/2014,KAZ027,KAZ
KAZ028,PRIA,,Pavlodar Research Institute of Agricalture,Governmental,,,,1,P.O. Krasnoarmeika,"Pavlodar district, Pavlodar region",638118,(8-3182)- 32-50-61,(8-3182)- 32-50-61,,,null,null,null,19/09/2014,KAZ028,KAZ
KAZ029,NAS RK,,National Academy of Sciences of Republic of Kazakhstan,Governmental,,,,,,Almaty,,,,,,null,null,null,19/09/2014,KAZ029,KAZ
KAZ030,M RK,,Ministry of Environment Preservation,,,,,,31 Pobedy ave.,Astana,473000,,,,,null,null,null,19/02/2015,KAZ030,KAZ
KAZ031,KBES,,Krasnovodopad Breeding Experimental Station,Governmental,,,,1,Krasny vodopad village,Saryagash region South Kazakhstan province,487320,(8-32537)- 5-90-38,,,,null,null,null,19/09/2014,KAZ031,KAZ
KAZ032,KB SPCCF,,Kockshetauskiy Branch,Governmental,,,,,Chaglinka village,"Akmola provice, Zerendin district",476150,(8-31632)- 24-1-86,(8-31632)- 24-1-21,,,null,null,null,19/09/2014,KAZ032,KAZ
KAZ033,KazNAU,,Kazakh National Agrarian University,Governmental,,,,,"8, Abay avenue",Almatu,480100,(8-3712)- 64-02-33,(8-3712)- 65-19-48,,,null,null,null,19/09/2014,KAZ033,KAZ
KAZ034,KAU,,Kazakh Agrarian University 'S. Seifullin',Governmental,,,,,"116, Pobeda avenue",Astana,473011,(8-3172)- 31-75-41,(8-3172)- 32-22-94,,,null,null,null,03/04/2019,KAZ034,KAZ
KAZ035,KarRIPGB,,Karagandickyi Research Institute of Plant Growing and Breeding,Governmental,,,,1,Tsentralnoe village,"Buhar-Zhirau district, Karaganda regione",472384,(8-321-38)- 3-12-51,(8-321-38)- 3-18-48,,,null,null,null,19/09/2014,KAZ035,KAZ
KAZ036,Karabalyk AES,,Karabalyk Agricultural Experimental Station,Governmental,,,,1,Nauchny village,Karabalyk region  Kostanai province,110908,(8-31441)- 2-39-29,(8-31441)-2-35-39,rgkp.karabalyk@mail.ru,,null,null,null,19/09/2014,KAZ036,KAZ
KAZ037,IPPGB,,"Institute of Plant Physiology, Genetic and Bioengineering",Governmental,,,,1,"45, Timiryzev Str.",Almaty,50040,(8-3272)- 47-66-59,(8-3272)- 47-61-06,gen_dana@mail.ru,,null,null,null,19/09/2014,KAZ037,KAZ
KAZ038,IPH,,Institute of Phytochemistry,Governmental,,,1,1,"312, Rayimbek avenue",Karaganda,,(8-3212)- 43-31-27,(8-3212)- 43-37-73,phytoinform@nursat.kz,,null,null,null,19/09/2014,KAZ038,KAZ
KAZ039,IBPH,,Institute of Botany and Phytointroduction,Governmental,1,1,1,1,"36d, Timiryazev str.",Almaty,50040,(8- 3272)- 47-66-92,(8-3272)- 47-90-42,ibph@nursat.kz,,null,null,null,19/09/2014,KAZ039,KAZ
KAZ040,,,Farm of Nigai V.G.,Private,,,,,"Almaty area, Talgar district",,,,,,,null,null,null,19/09/2014,KAZ040,KAZ
KAZ041,,,Farm of Aldazharovoi,Private,,,,,"Almaty area, Enbekshy-Kazakh district",,,,,,,null,null,null,23/08/2020,KAZ041,KAZ
KAZ042,EKSRIA,,East Kazakhstan Scientific Research Institute of Agriculture,Governmental,,,,1,"3a, Nagornaya Str., Opitnoe Pole village","Glubokov region, East Kazakhstan province",493126,+(8 3232) 29 6554,+(8 3232) 29 5654,vkniish@ukg.kz,,null,null,null,19/09/2014,KAZ042,KAZ
KAZ043,,,Botanical Garden,,,1,,,,,,,,,,null,null,null,19/02/2015,KAZ043,KAZ
KAZ044,AB SWSPCA,,Atyrau Branch,Governmental,,,,,"1, Azattyk avenue",Atyrau,465002,(8-31222)- 2-90-37,,,,null,null,null,19/09/2014,KAZ044,KAZ
KAZ045,Altai ESF,,Altai Experimental Station of Forestry,Governmental,,,,,"13a, Ostovskiy str.","Leninogorsk town, Vostochno-Kazakhstan region",493910,(8-32336)- 3-01-03,,,,null,null,null,19/09/2014,KAZ045,KAZ
KAZ046,Almaty ESF,,Almaty Experimental Station of Forestry,Governmental,,,,,"17a, Ozernaya str.",Almaty,480050,(8-3272)- 38-48-22,,,,null,null,null,19/09/2014,KAZ046,KAZ
KAZ047,Aktyubinskaya AES,,Aktyubinskaya Agricultural Experimental Station,Governmental,,,,1,Novostepanovka village,Aktobe,30014,(8-3132)- 99-44-99,(8-3132)- 99-44-99,aktobeopyt@mail.kz,,null,null,null,19/09/2014,KAZ047,KAZ
KAZ048,,,Agrocenter 'Bereke',Private,,,,,"Almaty area, Enbekshy-Kazakh district",,,,,,,null,null,null,03/04/2019,KAZ048,KAZ
KAZ049,,,'Urojay' ltd,Private,,,,,"Алматинская область, Энбекши-Казахский район",Baiseit village,,,,,,null,null,null,03/04/2019,KAZ049,KAZ
KAZ050,,,'Karakemer',Private,,,,,"Almaty area, Enbekshy-Kazakh district",,,,,,,null,null,null,03/04/2019,KAZ050,KAZ
KAZ051,,,'Baktiar',Private,,,,,"Almaty area, Enbekshy-Kazakh district",,,,,,,null,null,null,03/04/2019,KAZ051,KAZ
KAZ052,"NCB KR, Almaty",,National Centre of Biotechnology of Kazakhstan Republic,,,,,1,"45, Timiryazev Str.",Almaty,50040,+7(3272)47-67-30,+7(3272)47-61-06,"wheat_bogdanova@mail.ru, carinamakh@mail.ru",,null,null,null,19/02/2015,,KAZ
KAZ053,,,agricultural experimental station,,,,,,,,,,,,,null,null,null,19/02/2015,,KAZ
KAZ054,,,North Kazakhstan Institute of Agriculture,Governmental,,,,,"Zerendinskiy district, v. Chaglinka",Akmola region,21231,,,,,null,null,null,12/12/2014,KAZ054,KAZ
KAZ055,,,Kustanay Research Institute of Agriculture,Governmental,,,,,v. Zarechnoye,Kostanay region,459170,,,,,null,null,null,12/12/2014,KAZ055,KAZ
KAZ056,,,North-Kazakhstan experimental station,Governmental,,,,,"Akkaiynskiy district, t. Chagly",North-Kazakhstan region,150311,,,,,null,null,null,12/12/2014,KAZ056,KAZ
KAZ057,KSRIAPG,,Kazakh Scientific Research Institute of Agriculture and Plant Growing,Governmental,1,0,1,1,"1, Erlepesov str.","Karasai distrct, Almaty region",40909,"8 7273 883925, 8 72771 53130",8 7273 883925,kazniizr@mail.ru,www.kazniizr.kz,43.22,76.66,null,03/01/2023,KAZ057,KAZ
KEN001,FAO/SMP,,FAO Sorghum and Millet Project c/o NARC Katumani,United Nations,,,,,P.O.Box 340,Machakos,,(0145)30624/30206-7,(0145)30186,,,null,null,null,19/02/2015,KEN001,KEN
KEN002,MALDM,,"Ministry of Agriculture, Livestock Developement and Marketing",Governmental,,,,,Kilimo House Cathedral Rd.PO 30028,Nairobi,,(254-2)2718870-9,(254-2)2718318,,,null,null,null,19/02/2015,KEN002,KEN
KEN003,UON,,University of Nairobi,Governmental,,,,,P.O. Box 30197,Nairobi,,334244,,,,null,null,null,12/12/2014,KEN003,KEN
KEN004,PQS,,"Plant Quarantine Station, Muguga",Parastatal,,,,,P.O. Box 30148,Nairobi,,(066)-32715,254-066-33565,pqs@nbnet.co.ke,,-1.22,36.5,null,19/02/2015,KEN004,KEN
KEN005,NARC,,National Horticultural Research Centre Thika,Governmental,,,1,,P.O. Box 25,Thika,,254-067-21281-2-3-4/21134,(254-067)-21285,karithi@kari.org,,-1.03,37.05,null,11/09/2015,KEN005,KEN
